class,filename,mean_intensity,std_intensity,min_intensity,max_intensity,median_intensity,percent_nonzero
glioma,brisc2025_test_00079_gl_ax_t1.jpg,27.77401,37.16781,0.0,255.0,3.0,67.71583557128906
glioma,brisc2025_train_00373_gl_ax_t1.jpg,29.273163,39.16791,0.0,255.0,3.0,67.88253784179688
glioma,brisc2025_train_00817_gl_co_t1.jpg,41.3211,43.888165,0.0,255.0,21.0,83.46405029296875
glioma,brisc2025_train_00820_gl_co_t1.jpg,37.22977,43.09842,0.0,255.0,7.0,82.58590698242188
glioma,brisc2025_test_00193_gl_sa_t1.jpg,37.012302,38.385216,0.0,255.0,27.0,95.65238952636719
glioma,brisc2025_train_00097_gl_ax_t1.jpg,33.616405,42.3728,0.0,255.0,6.0,67.56401062011719
glioma,brisc2025_train_00343_gl_ax_t1.jpg,30.317646,42.398067,0.0,255.0,4.0,72.14012145996094
glioma,brisc2025_train_00657_gl_co_t1.jpg,34.20927,43.018772,0.0,255.0,4.0,76.56059265136719
glioma,brisc2025_train_00726_gl_co_t1.jpg,23.197151,34.45644,0.0,255.0,2.0,76.45721435546875
glioma,brisc2025_train_00620_gl_co_t1.jpg,34.88404,44.523678,0.0,255.0,3.0,76.26571655273438
glioma,brisc2025_test_00102_gl_co_t1.jpg,33.92221,35.482105,0.0,255.0,22.0,77.78244018554688
glioma,brisc2025_train_00564_gl_co_t1.jpg,36.661102,45.350704,0.0,255.0,4.0,78.10287475585938
glioma,brisc2025_train_00777_gl_co_t1.jpg,39.7021,43.051857,0.0,255.0,29.0,76.95655822753906
glioma,brisc2025_train_00563_gl_co_t1.jpg,35.12381,44.547432,0.0,252.0,4.0,77.91023254394531
glioma,brisc2025_train_00987_gl_sa_t1.jpg,37.707897,43.803886,0.0,251.0,7.0,96.51412963867188
glioma,brisc2025_train_00861_gl_sa_t1.jpg,38.28676,34.769993,0.0,255.0,41.0,96.38595581054688
glioma,brisc2025_train_00157_gl_ax_t1.jpg,23.394176,33.370213,0.0,249.0,2.0,69.0948486328125
glioma,brisc2025_train_01143_gl_sa_t1.jpg,35.81702,38.3013,0.0,255.0,24.0,97.30148315429688
glioma,brisc2025_train_01138_gl_sa_t1.jpg,50.996117,55.349354,0.0,255.0,12.0,97.74246215820312
glioma,brisc2025_train_00586_gl_co_t1.jpg,32.386826,46.667248,0.0,249.0,2.0,76.77497863769531
glioma,brisc2025_train_00024_gl_ax_t1.jpg,21.743225,34.475204,0.0,255.0,2.0,67.12875366210938
glioma,brisc2025_train_00539_gl_co_t1.jpg,37.626976,38.39706,0.0,255.0,31.0,77.50167846679688
glioma,brisc2025_train_01123_gl_sa_t1.jpg,20.163746,20.827003,0.0,253.0,17.0,93.08853149414062
glioma,brisc2025_train_00827_gl_sa_t1.jpg,40.005104,38.44244,0.0,250.0,28.0,97.60704040527344
glioma,brisc2025_train_00696_gl_co_t1.jpg,34.181995,39.68718,0.0,255.0,18.0,75.35552978515625
glioma,brisc2025_train_00713_gl_co_t1.jpg,38.74445,40.30784,0.0,255.0,34.0,76.71775817871094
glioma,brisc2025_test_00221_gl_sa_t1.jpg,50.525314,46.39247,0.0,255.0,55.0,97.23091125488281
glioma,brisc2025_test_00052_gl_ax_t1.jpg,28.643993,38.585888,0.0,255.0,3.0,69.58580017089844
glioma,brisc2025_test_00045_gl_ax_t1.jpg,27.588402,39.234596,0.0,255.0,4.0,68.40972900390625
glioma,brisc2025_test_00197_gl_sa_t1.jpg,42.02929,38.423717,0.0,255.0,41.0,96.59919738769531
glioma,brisc2025_train_00691_gl_co_t1.jpg,23.176945,32.98869,0.0,255.0,3.0,74.49760437011719
glioma,brisc2025_train_00117_gl_ax_t1.jpg,17.193386,24.899355,0.0,253.0,1.0,64.63470458984375
glioma,brisc2025_test_00068_gl_ax_t1.jpg,22.867,30.222233,0.0,255.0,2.0,65.89775085449219
glioma,brisc2025_test_00071_gl_ax_t1.jpg,33.321255,46.287132,0.0,255.0,3.0,71.11358642578125
glioma,brisc2025_train_00012_gl_ax_t1.jpg,25.54438,32.522594,0.0,255.0,4.0,65.93551635742188
glioma,brisc2025_train_00757_gl_co_t1.jpg,36.184044,44.442818,0.0,255.0,5.0,78.71589660644531
glioma,brisc2025_train_00892_gl_sa_t1.jpg,40.49077,40.518536,0.0,255.0,34.0,95.58944702148438
glioma,brisc2025_train_00273_gl_ax_t1.jpg,30.154629,37.822147,0.0,255.0,3.0,66.05567932128906
glioma,brisc2025_train_00810_gl_co_t1.jpg,41.417084,48.57083,0.0,252.0,6.0,82.52677917480469
glioma,brisc2025_train_00934_gl_sa_t1.jpg,42.41384,49.11428,0.0,255.0,6.0,97.53646850585938
glioma,brisc2025_train_00845_gl_sa_t1.jpg,40.6485,46.66823,0.0,255.0,7.0,95.12252807617188
glioma,brisc2025_train_00454_gl_co_t1.jpg,37.607178,41.174202,0.0,252.0,23.0,77.17742919921875
glioma,brisc2025_train_00121_gl_ax_t1.jpg,17.00653,25.387856,0.0,255.0,1.0,66.01753234863281
glioma,brisc2025_train_00936_gl_sa_t1.jpg,47.694714,38.54761,0.0,254.0,51.0,97.12028503417969
glioma,brisc2025_train_00596_gl_co_t1.jpg,30.268578,38.862415,0.0,255.0,4.0,74.90425109863281
glioma,brisc2025_test_00219_gl_sa_t1.jpg,52.32482,37.266182,0.0,255.0,61.0,97.34992980957031
glioma,brisc2025_train_00457_gl_co_t1.jpg,34.34316,37.895027,0.0,253.0,22.0,77.39906311035156
glioma,brisc2025_train_01103_gl_sa_t1.jpg,39.53184,38.404976,0.0,250.0,27.0,97.15843200683594
glioma,brisc2025_test_00185_gl_sa_t1.jpg,46.134315,51.285057,0.0,255.0,11.0,97.65243530273438
glioma,brisc2025_train_00501_gl_co_t1.jpg,39.501926,42.389645,0.0,255.0,29.0,77.57530212402344
glioma,brisc2025_train_00170_gl_ax_t1.jpg,32.28621,37.79599,0.0,255.0,3.0,67.25997924804688
glioma,brisc2025_test_00209_gl_sa_t1.jpg,35.519154,38.612774,0.0,250.0,18.0,97.57041931152344
glioma,brisc2025_train_00022_gl_ax_t1.jpg,22.088623,28.10557,0.0,253.0,3.0,66.30210876464844
glioma,brisc2025_test_00199_gl_sa_t1.jpg,34.939205,39.04276,0.0,254.0,16.0,96.7193603515625
glioma,brisc2025_train_00527_gl_co_t1.jpg,26.467205,35.45076,0.0,254.0,3.0,76.23481750488281
glioma,brisc2025_train_00671_gl_co_t1.jpg,33.68459,38.586357,0.0,255.0,16.0,77.41165161132812
glioma,brisc2025_train_00659_gl_co_t1.jpg,38.64071,39.954216,0.0,255.0,36.0,77.11906433105469
glioma,brisc2025_train_01107_gl_sa_t1.jpg,46.90266,46.78335,0.0,255.0,41.0,96.52481079101562
glioma,brisc2025_test_00044_gl_ax_t1.jpg,25.83033,36.74979,0.0,255.0,2.0,66.6900634765625
glioma,brisc2025_train_00665_gl_co_t1.jpg,26.753788,40.24764,0.0,255.0,4.0,76.99203491210938
glioma,brisc2025_test_00240_gl_sa_t1.jpg,58.577236,47.68087,0.0,255.0,61.0,96.95472717285156
glioma,brisc2025_train_00179_gl_ax_t1.jpg,27.428265,34.529312,0.0,255.0,3.0,67.63191223144531
glioma,brisc2025_train_00606_gl_co_t1.jpg,39.95548,39.923904,0.0,252.0,38.0,75.93307495117188
glioma,brisc2025_train_00341_gl_ax_t1.jpg,30.393425,41.564823,0.0,255.0,5.0,71.26960754394531
glioma,brisc2025_train_00378_gl_ax_t1.jpg,30.364513,48.93565,0.0,255.0,3.0,72.37358093261719
glioma,brisc2025_train_00367_gl_ax_t1.jpg,30.854748,39.772247,0.0,255.0,4.0,68.40744018554688
glioma,brisc2025_train_00492_gl_co_t1.jpg,30.424175,41.316605,0.0,255.0,5.0,74.50981140136719
glioma,brisc2025_train_00779_gl_co_t1.jpg,35.03177,42.07039,0.0,252.0,7.0,76.72767639160156
glioma,brisc2025_train_00737_gl_co_t1.jpg,38.715446,42.766068,0.0,251.0,28.0,77.14653015136719
glioma,brisc2025_train_00274_gl_ax_t1.jpg,24.62247,32.275333,0.0,255.0,3.0,66.6748046875
glioma,brisc2025_train_00744_gl_co_t1.jpg,33.847687,42.64848,0.0,255.0,4.0,77.2430419921875
glioma,brisc2025_test_00066_gl_ax_t1.jpg,30.454674,40.89645,0.0,255.0,3.0,67.29202270507812
glioma,brisc2025_train_00611_gl_co_t1.jpg,13.692505,26.865875,0.0,255.0,2.0,72.46932983398438
glioma,brisc2025_train_00352_gl_ax_t1.jpg,31.54284,40.47166,0.0,255.0,3.0,66.26319885253906
glioma,brisc2025_train_00175_gl_ax_t1.jpg,24.1534,29.722809,0.0,255.0,3.0,66.30401611328125
glioma,brisc2025_train_00716_gl_co_t1.jpg,32.187786,38.839108,0.0,255.0,4.0,76.46446228027344
glioma,brisc2025_train_00440_gl_co_t1.jpg,27.03606,34.389645,0.0,255.0,5.0,76.49002075195312
glioma,brisc2025_train_00118_gl_ax_t1.jpg,17.714363,25.430225,0.0,253.0,1.0,64.72930908203125
glioma,brisc2025_train_00114_gl_ax_t1.jpg,20.491245,33.1126,0.0,253.0,2.0,67.596435546875
meningioma,brisc2025_train_01779_me_co_t1.jpg,38.080353,40.6126,0.0,255.0,23.0,83.65936279296875
meningioma,brisc2025_train_01939_me_co_t1.jpg,45.731808,50.79476,0.0,255.0,12.0,81.58378601074219
meningioma,brisc2025_train_01655_me_co_t1.jpg,91.472145,70.85253,0.0,255.0,102.0,86.77965739672774
meningioma,brisc2025_train_01449_me_ax_t1.jpg,48.379745,46.194923,0.0,252.0,45.0,91.5802001953125
meningioma,brisc2025_train_02146_me_sa_t1.jpg,51.9678,49.90067,0.0,253.0,41.0,97.51129150390625
meningioma,brisc2025_train_01916_me_co_t1.jpg,40.7129,50.763092,0.0,255.0,5.0,82.46879577636719
meningioma,brisc2025_train_01681_me_co_t1.jpg,42.354347,49.128994,0.0,255.0,9.0,81.732177734375
meningioma,brisc2025_train_01651_me_co_t1.jpg,33.895416,46.02866,0.0,255.0,3.0,71.25358581542969
meningioma,brisc2025_train_02079_me_sa_t1.jpg,36.88333,46.45502,0.0,255.0,4.0,96.9970703125
meningioma,brisc2025_test_00526_me_sa_t1.jpg,45.88856,41.91209,0.0,255.0,45.0,96.80900573730469
meningioma,brisc2025_train_01306_me_ax_t1.jpg,22.563038,34.515965,0.0,255.0,4.0,72.20458984375
meningioma,brisc2025_train_02424_me_sa_t1.jpg,42.636837,46.44975,0.0,255.0,28.0,97.05543518066406
meningioma,brisc2025_train_02299_me_sa_t1.jpg,43.497143,43.484768,0.0,255.0,38.0,96.88034057617188
meningioma,brisc2025_train_02446_me_sa_t1.jpg,48.11264,44.234074,0.0,253.0,44.0,98.10714721679688
meningioma,brisc2025_train_01572_me_co_t1.jpg,39.753128,49.78964,0.0,254.0,6.0,82.60040283203125
meningioma,brisc2025_train_01304_me_ax_t1.jpg,73.164955,81.84729,0.0,255.0,15.0,72.14921408891796
meningioma,brisc2025_train_01325_me_ax_t1.jpg,32.869507,41.58962,0.0,255.0,4.0,72.42088317871094
meningioma,brisc2025_train_01364_me_ax_t1.jpg,30.558529,42.022964,0.0,255.0,3.0,73.25477600097656
meningioma,brisc2025_train_02270_me_sa_t1.jpg,39.27286,38.771584,0.0,253.0,34.0,97.78594970703125
meningioma,brisc2025_train_01432_me_ax_t1.jpg,28.588844,38.983654,0.0,252.0,3.0,70.53451538085938
meningioma,brisc2025_train_01390_me_ax_t1.jpg,55.56871,57.029774,0.0,255.0,44.0,67.47061728395062
meningioma,brisc2025_train_01520_me_ax_t1.jpg,22.05795,37.832134,0.0,255.0,4.0,74.50942993164062
meningioma,brisc2025_train_01938_me_co_t1.jpg,42.026054,48.250874,0.0,255.0,9.0,80.86624145507812
meningioma,brisc2025_train_01473_me_ax_t1.jpg,37.377308,45.525288,0.0,254.0,9.0,71.22650146484375
meningioma,brisc2025_train_01453_me_ax_t1.jpg,41.465343,50.776516,0.0,255.0,9.0,74.85427856445312
meningioma,brisc2025_train_01786_me_co_t1.jpg,34.513798,38.437992,0.0,255.0,9.0,83.55827331542969
meningioma,brisc2025_train_01327_me_ax_t1.jpg,32.862766,49.308586,0.0,255.0,3.0,73.93379211425781
meningioma,brisc2025_train_01258_me_ax_t1.jpg,78.81461,63.987823,0.0,255.0,66.0,99.95332809570851
meningioma,brisc2025_train_01587_me_co_t1.jpg,40.654827,44.270035,0.0,255.0,15.0,83.6822509765625
meningioma,brisc2025_test_00325_me_ax_t1.jpg,31.35883,38.85555,0.0,255.0,3.0,70.60890197753906
meningioma,brisc2025_train_01849_me_co_t1.jpg,48.009975,43.68282,0.0,255.0,48.0,91.82624816894531
meningioma,brisc2025_test_00458_me_co_t1.jpg,38.699703,43.24391,0.0,254.0,13.0,82.72743225097656
meningioma,brisc2025_train_01865_me_co_t1.jpg,43.04291,46.772827,0.0,255.0,19.0,82.65190124511719
meningioma,brisc2025_train_01203_me_ax_t1.jpg,30.450863,42.10793,0.0,252.0,3.0,71.3409423828125
meningioma,brisc2025_train_02289_me_sa_t1.jpg,42.363617,42.32872,0.0,255.0,34.0,97.79548645019531
meningioma,brisc2025_train_02002_me_sa_t1.jpg,55.00072,61.49432,0.0,255.0,42.0,78.91848708680392
meningioma,brisc2025_train_01839_me_co_t1.jpg,37.33787,42.748394,0.0,254.0,9.0,83.53004455566406
meningioma,brisc2025_test_00530_me_sa_t1.jpg,46.471886,52.87408,0.0,255.0,10.0,96.65451049804688
meningioma,brisc2025_test_00284_me_ax_t1.jpg,73.141846,70.67873,0.0,255.0,74.0,72.45032751835056
meningioma,brisc2025_train_02110_me_sa_t1.jpg,38.494675,29.215418,0.0,254.0,43.0,98.11973571777344
meningioma,brisc2025_test_00544_me_sa_t1.jpg,43.672703,42.028244,0.0,255.0,36.0,98.06365966796875
meningioma,brisc2025_train_02283_me_sa_t1.jpg,35.631416,40.65513,0.0,255.0,15.0,97.42202758789062
meningioma,brisc2025_train_01412_me_ax_t1.jpg,39.895527,51.17135,0.0,254.0,7.0,71.59271240234375
meningioma,brisc2025_test_00285_me_ax_t1.jpg,60.899525,56.210823,0.0,255.0,73.0,67.4587620447493
meningioma,brisc2025_train_01181_me_ax_t1.jpg,28.256886,48.5343,0.0,254.0,5.0,76.6632080078125
meningioma,brisc2025_train_02303_me_sa_t1.jpg,40.389538,38.882782,0.0,253.0,39.0,97.00355529785156
meningioma,brisc2025_train_01371_me_ax_t1.jpg,32.896458,45.432972,0.0,255.0,4.0,72.44606018066406
meningioma,brisc2025_train_01335_me_ax_t1.jpg,45.39214,61.079678,0.0,250.0,6.0,72.5116049382716
meningioma,brisc2025_test_00506_me_sa_t1.jpg,48.31071,44.10898,0.0,255.0,50.0,97.83172607421875
meningioma,brisc2025_train_01184_me_ax_t1.jpg,36.130264,46.220238,0.0,255.0,4.0,71.23184204101562
meningioma,brisc2025_test_00555_me_sa_t1.jpg,44.500065,36.274742,0.0,255.0,47.0,97.22518920898438
meningioma,brisc2025_train_02088_me_sa_t1.jpg,49.104065,51.79549,0.0,255.0,23.0,97.62687683105469
meningioma,brisc2025_train_01393_me_ax_t1.jpg,83.06326,56.040173,5.0,255.0,86.0,100.0
meningioma,brisc2025_train_01772_me_co_t1.jpg,34.47265,54.07001,0.0,255.0,3.0,82.91282653808594
meningioma,brisc2025_train_01689_me_co_t1.jpg,41.201183,46.969975,0.0,255.0,10.0,83.65211486816406
meningioma,brisc2025_train_01320_me_ax_t1.jpg,25.057465,35.386353,0.0,255.0,3.0,70.73822021484375
meningioma,brisc2025_train_01193_me_ax_t1.jpg,28.62825,42.311253,0.0,254.0,3.0,72.00889587402344
meningioma,brisc2025_train_01275_me_ax_t1.jpg,61.248955,60.94921,0.0,255.0,62.0,72.51733565078847
meningioma,brisc2025_test_00320_me_ax_t1.jpg,75.409874,71.13263,0.0,255.0,37.0,99.90716049382716
meningioma,brisc2025_train_01440_me_ax_t1.jpg,28.073612,40.320652,0.0,255.0,3.0,75.54550170898438
meningioma,brisc2025_train_02197_me_sa_t1.jpg,44.815872,41.789204,0.0,255.0,43.0,98.01101684570312
meningioma,brisc2025_test_00440_me_co_t1.jpg,37.655937,41.822132,0.0,254.0,17.0,82.93685913085938
meningioma,brisc2025_train_01824_me_co_t1.jpg,42.3934,46.964596,0.0,255.0,21.0,82.95097351074219
meningioma,brisc2025_test_00278_me_ax_t1.jpg,65.525154,82.55584,0.0,255.0,17.0,57.73067331670823
meningioma,brisc2025_test_00499_me_sa_t1.jpg,50.19019,48.952087,0.0,255.0,49.0,98.20060729980469
meningioma,brisc2025_test_00287_me_ax_t1.jpg,65.09539,52.429493,0.0,236.0,78.0,98.04343859557663
meningioma,brisc2025_train_02143_me_sa_t1.jpg,45.22425,44.196568,0.0,254.0,37.0,97.88246154785156
meningioma,brisc2025_test_00428_me_co_t1.jpg,34.199455,39.939533,0.0,255.0,8.0,83.27102661132812
meningioma,brisc2025_train_01274_me_ax_t1.jpg,93.31692,69.87178,0.0,255.0,99.0,99.22828569178675
meningioma,brisc2025_train_02235_me_sa_t1.jpg,55.735817,46.095097,0.0,254.0,60.0,98.20365905761719
meningioma,brisc2025_train_01998_me_sa_t1.jpg,103.13059,70.9956,0.0,255.0,113.0,99.8100684588412
meningioma,brisc2025_train_02016_me_sa_t1.jpg,87.428085,47.020203,20.0,255.0,85.0,100.0
meningioma,brisc2025_train_02328_me_sa_t1.jpg,49.089714,50.473434,0.0,255.0,37.0,97.36366271972656
meningioma,brisc2025_train_01752_me_co_t1.jpg,42.071987,44.187397,0.0,255.0,26.0,83.78944396972656
meningioma,brisc2025_test_00558_me_sa_t1.jpg,37.67264,36.401917,0.0,255.0,35.0,97.37815856933594
meningioma,brisc2025_train_02003_me_sa_t1.jpg,95.22034,75.47531,0.0,255.0,97.0,89.93387627017334
meningioma,brisc2025_train_02444_me_sa_t1.jpg,46.549618,45.831615,0.0,255.0,42.0,97.467041015625
meningioma,brisc2025_train_02440_me_sa_t1.jpg,43.101707,41.69368,0.0,253.0,39.0,98.1201171875
meningioma,brisc2025_test_00314_me_ax_t1.jpg,87.76696,76.80853,0.0,237.0,67.0,99.95024229837314
meningioma,brisc2025_train_01891_me_co_t1.jpg,35.47143,40.361958,0.0,251.0,10.0,82.65800476074219
meningioma,brisc2025_test_00324_me_ax_t1.jpg,36.514553,48.400295,0.0,255.0,5.0,71.84257507324219
meningioma,brisc2025_train_01468_me_ax_t1.jpg,31.726765,45.58443,0.0,255.0,3.0,71.19293212890625
meningioma,brisc2025_train_02287_me_sa_t1.jpg,41.51693,41.072426,0.0,255.0,35.0,97.76573181152344
meningioma,brisc2025_train_01900_me_co_t1.jpg,37.185364,51.462597,0.0,255.0,3.0,82.37495422363281
meningioma,brisc2025_test_00553_me_sa_t1.jpg,40.312916,39.675552,0.0,255.0,35.0,97.38960266113281
meningioma,brisc2025_train_02161_me_sa_t1.jpg,53.275375,41.94863,0.0,255.0,57.0,97.56813049316406
meningioma,brisc2025_train_02018_me_sa_t1.jpg,40.24424,48.21704,0.0,255.0,6.0,96.99668884277344
meningioma,brisc2025_train_02447_me_sa_t1.jpg,43.68904,40.246994,0.0,255.0,39.0,98.08845520019531
meningioma,brisc2025_train_02053_me_sa_t1.jpg,48.70059,46.682545,0.0,255.0,40.0,97.42927551269531
meningioma,brisc2025_test_00379_me_ax_t1.jpg,32.67818,46.940792,0.0,255.0,3.0,71.29287719726562
meningioma,brisc2025_train_01818_me_co_t1.jpg,38.930202,49.05078,0.0,255.0,4.0,82.93190002441406
meningioma,brisc2025_train_01829_me_co_t1.jpg,34.520905,41.821148,0.0,255.0,6.0,83.32901000976562
meningioma,brisc2025_train_02157_me_sa_t1.jpg,47.976173,47.065063,0.0,255.0,41.0,97.83973693847656
meningioma,brisc2025_test_00502_me_sa_t1.jpg,50.87364,49.275196,0.0,255.0,44.0,98.0499267578125
meningioma,brisc2025_test_00354_me_ax_t1.jpg,44.290894,47.499004,0.0,255.0,42.0,92.41468253968253
meningioma,brisc2025_train_01195_me_ax_t1.jpg,29.3322,41.576023,0.0,255.0,2.0,71.38748168945312
meningioma,brisc2025_train_01372_me_ax_t1.jpg,33.080357,46.949055,0.0,255.0,4.0,73.32229614257812
meningioma,brisc2025_train_02029_me_sa_t1.jpg,52.394604,44.463474,0.0,255.0,55.0,98.17085266113281
meningioma,brisc2025_train_01933_me_co_t1.jpg,35.644894,44.426624,0.0,255.0,6.0,82.90748596191406
meningioma,brisc2025_train_01597_me_co_t1.jpg,40.37571,52.13305,0.0,255.0,5.0,81.95343017578125
pituitary,brisc2025_train_04369_pi_co_t1.jpg,49.835983,44.640976,0.0,255.0,43.0,98.62060546875
pituitary,brisc2025_train_04274_pi_co_t1.jpg,48.15305,41.171543,0.0,255.0,51.0,98.59390258789062
pituitary,brisc2025_train_04693_pi_sa_t1.jpg,63.599976,38.10447,0.0,255.0,69.0,97.6531982421875
pituitary,brisc2025_train_04737_pi_sa_t1.jpg,48.569225,39.988674,0.0,255.0,49.0,98.81324768066406
pituitary,brisc2025_train_03588_pi_ax_t1.jpg,36.519985,43.761444,0.0,255.0,9.0,72.54867553710938
pituitary,brisc2025_train_04266_pi_co_t1.jpg,49.457382,42.778294,0.0,255.0,49.0,98.40583801269531
pituitary,brisc2025_train_04925_pi_sa_t1.jpg,50.25627,34.084164,0.0,252.0,55.0,98.70567321777344
pituitary,brisc2025_train_03566_pi_ax_t1.jpg,51.905933,37.96383,0.0,255.0,60.0,91.7388916015625
pituitary,brisc2025_train_04648_pi_sa_t1.jpg,58.227192,44.3355,0.0,255.0,65.0,98.19259643554688
pituitary,brisc2025_train_03583_pi_ax_t1.jpg,41.26893,44.808292,0.0,255.0,17.0,91.40434265136719
pituitary,brisc2025_test_00771_pi_ax_t1.jpg,40.906467,48.905743,0.0,255.0,9.0,73.3489990234375
pituitary,brisc2025_test_00938_pi_sa_t1.jpg,51.986744,39.012062,0.0,255.0,55.0,98.63014221191406
pituitary,brisc2025_train_03626_pi_ax_t1.jpg,45.712452,42.79844,0.0,255.0,46.0,91.47148132324219
pituitary,brisc2025_test_00836_pi_co_t1.jpg,46.33059,37.744457,0.0,255.0,42.0,98.68354797363281
pituitary,brisc2025_train_04208_pi_co_t1.jpg,53.159668,38.67478,0.0,255.0,56.0,98.57559204101562
pituitary,brisc2025_train_03904_pi_ax_t1.jpg,38.5061,44.051018,0.0,255.0,17.0,70.84007263183594
pituitary,brisc2025_train_03673_pi_ax_t1.jpg,38.82177,41.84132,0.0,255.0,16.0,72.149658203125
pituitary,brisc2025_train_04217_pi_co_t1.jpg,51.99923,43.05702,0.0,254.0,52.0,98.67401123046875
pituitary,brisc2025_train_04554_pi_sa_t1.jpg,48.397274,37.10201,0.0,255.0,51.0,97.70889282226562
pituitary,brisc2025_train_04382_pi_co_t1.jpg,51.205704,43.267982,0.0,255.0,50.0,98.33259582519531
pituitary,brisc2025_test_00812_pi_ax_t1.jpg,29.976398,40.17507,0.0,254.0,6.0,72.97592163085938
pituitary,brisc2025_train_03730_pi_ax_t1.jpg,39.003506,37.647022,0.0,249.0,36.0,91.44325256347656
pituitary,brisc2025_train_04806_pi_sa_t1.jpg,62.2487,39.19409,0.0,255.0,67.0,97.27516174316406
pituitary,brisc2025_train_03922_pi_ax_t1.jpg,35.336304,40.319912,0.0,255.0,12.0,72.11647033691406
pituitary,brisc2025_train_03697_pi_ax_t1.jpg,36.162125,42.123837,0.0,255.0,7.0,73.12202453613281
pituitary,brisc2025_train_04160_pi_co_t1.jpg,45.761322,34.82251,0.0,255.0,48.0,98.73466491699219
pituitary,brisc2025_train_03766_pi_ax_t1.jpg,49.134415,43.503487,0.0,255.0,51.0,91.48330688476562
pituitary,brisc2025_train_04665_pi_sa_t1.jpg,49.635353,38.546127,0.0,255.0,50.0,98.89068603515625
pituitary,brisc2025_train_04076_pi_co_t1.jpg,46.04632,37.336617,0.0,255.0,45.0,98.66218566894531
pituitary,brisc2025_test_00889_pi_co_t1.jpg,49.914364,36.17015,0.0,250.0,53.0,98.211669921875
pituitary,brisc2025_train_04719_pi_sa_t1.jpg,49.563526,38.62414,0.0,255.0,50.0,98.82431030273438
pituitary,brisc2025_train_04031_pi_co_t1.jpg,52.812035,41.49775,0.0,252.0,54.0,98.64387512207031
pituitary,brisc2025_train_04988_pi_sa_t1.jpg,59.409924,49.50535,0.0,255.0,66.0,97.63526916503906
pituitary,brisc2025_train_04417_pi_co_t1.jpg,52.571,40.85627,0.0,253.0,56.0,91.95060729980469
pituitary,brisc2025_train_03798_pi_ax_t1.jpg,42.448845,47.05317,0.0,255.0,19.0,72.2320556640625
pituitary,brisc2025_train_04241_pi_co_t1.jpg,48.583645,40.69301,0.0,253.0,43.0,98.57940673828125
pituitary,brisc2025_test_00730_pi_ax_t1.jpg,45.28784,40.664295,0.0,255.0,43.0,91.93229675292969
pituitary,brisc2025_test_00816_pi_ax_t1.jpg,37.104046,39.66791,0.0,255.0,21.0,72.03941345214844
pituitary,brisc2025_train_04831_pi_sa_t1.jpg,62.678635,44.40276,0.0,255.0,66.0,98.27232360839844
pituitary,brisc2025_train_03547_pi_ax_t1.jpg,39.988266,39.114544,0.0,254.0,32.0,91.58058166503906
