class,plane,split,filename,mean_intensity,median_intensity,std_intensity,min_intensity,max_intensity,nonzero_percentage
glioma,axial,train,brisc2025_train_00117_gl_ax_t1.jpg,17.19338607788086,1.0,24.899354934692383,0.0,253.0,64.63470458984375
glioma,axial,test,brisc2025_test_00068_gl_ax_t1.jpg,22.867000579833984,2.0,30.222232818603516,0.0,255.0,65.89775085449219
glioma,axial,test,brisc2025_test_00071_gl_ax_t1.jpg,33.32125473022461,3.0,46.287132263183594,0.0,255.0,71.11358642578125
glioma,axial,train,brisc2025_train_00012_gl_ax_t1.jpg,25.54438018798828,4.0,32.5225944519043,0.0,255.0,65.93551635742188
glioma,coronal,train,brisc2025_train_00757_gl_co_t1.jpg,36.184043884277344,5.0,44.44281768798828,0.0,255.0,78.71589660644531
glioma,sagittal,train,brisc2025_train_00892_gl_sa_t1.jpg,40.49076843261719,34.0,40.51853561401367,0.0,255.0,95.58944702148438
glioma,axial,train,brisc2025_train_00273_gl_ax_t1.jpg,30.15462875366211,3.0,37.822147369384766,0.0,255.0,66.05567932128906
glioma,coronal,train,brisc2025_train_00810_gl_co_t1.jpg,41.417083740234375,6.0,48.570831298828125,0.0,252.0,82.52677917480469
glioma,sagittal,train,brisc2025_train_00934_gl_sa_t1.jpg,42.413841247558594,6.0,49.114280700683594,0.0,255.0,97.53646850585938
glioma,sagittal,train,brisc2025_train_00845_gl_sa_t1.jpg,40.64849853515625,7.0,46.66822814941406,0.0,255.0,95.12252807617188
glioma,coronal,train,brisc2025_train_00454_gl_co_t1.jpg,37.607177734375,23.0,41.17420196533203,0.0,252.0,77.17742919921875
glioma,axial,train,brisc2025_train_00121_gl_ax_t1.jpg,17.00653076171875,1.0,25.387855529785156,0.0,255.0,66.01753234863281
glioma,sagittal,train,brisc2025_train_00936_gl_sa_t1.jpg,47.6947135925293,51.0,38.547611236572266,0.0,254.0,97.12028503417969
glioma,coronal,train,brisc2025_train_00596_gl_co_t1.jpg,30.268577575683594,4.0,38.8624153137207,0.0,255.0,74.90425109863281
glioma,sagittal,test,brisc2025_test_00219_gl_sa_t1.jpg,52.32482147216797,61.0,37.26618194580078,0.0,255.0,97.34992980957031
glioma,coronal,train,brisc2025_train_00457_gl_co_t1.jpg,34.34315872192383,22.0,37.89502716064453,0.0,253.0,77.39906311035156
glioma,sagittal,train,brisc2025_train_01103_gl_sa_t1.jpg,39.53184127807617,27.0,38.40497589111328,0.0,250.0,97.15843200683594
glioma,sagittal,test,brisc2025_test_00185_gl_sa_t1.jpg,46.134315490722656,11.0,51.285057067871094,0.0,255.0,97.65243530273438
glioma,coronal,train,brisc2025_train_00501_gl_co_t1.jpg,39.50192642211914,29.0,42.389644622802734,0.0,255.0,77.57530212402344
glioma,axial,train,brisc2025_train_00170_gl_ax_t1.jpg,32.28620910644531,3.0,37.795989990234375,0.0,255.0,67.25997924804688
glioma,sagittal,test,brisc2025_test_00209_gl_sa_t1.jpg,35.5191535949707,18.0,38.61277389526367,0.0,250.0,97.57041931152344
glioma,axial,train,brisc2025_train_00022_gl_ax_t1.jpg,22.088623046875,3.0,28.10556983947754,0.0,253.0,66.30210876464844
glioma,sagittal,test,brisc2025_test_00199_gl_sa_t1.jpg,34.939205169677734,16.0,39.04275894165039,0.0,254.0,96.7193603515625
glioma,coronal,train,brisc2025_train_00527_gl_co_t1.jpg,26.467205047607422,3.0,35.45075988769531,0.0,254.0,76.23481750488281
glioma,coronal,train,brisc2025_train_00671_gl_co_t1.jpg,33.68458938598633,16.0,38.58635711669922,0.0,255.0,77.41165161132812
glioma,coronal,train,brisc2025_train_00659_gl_co_t1.jpg,38.640708923339844,36.0,39.95421600341797,0.0,255.0,77.11906433105469
glioma,sagittal,train,brisc2025_train_01107_gl_sa_t1.jpg,46.90266036987305,41.0,46.78335189819336,0.0,255.0,96.52481079101562
glioma,axial,test,brisc2025_test_00044_gl_ax_t1.jpg,25.83032989501953,2.0,36.74979019165039,0.0,255.0,66.6900634765625
glioma,coronal,train,brisc2025_train_00665_gl_co_t1.jpg,26.753787994384766,4.0,40.24763870239258,0.0,255.0,76.99203491210938
glioma,sagittal,test,brisc2025_test_00240_gl_sa_t1.jpg,58.57723617553711,61.0,47.680870056152344,0.0,255.0,96.95472717285156
glioma,axial,train,brisc2025_train_00179_gl_ax_t1.jpg,27.428264617919922,3.0,34.52931213378906,0.0,255.0,67.63191223144531
glioma,coronal,train,brisc2025_train_00606_gl_co_t1.jpg,39.95547866821289,38.0,39.92390441894531,0.0,252.0,75.93307495117188
glioma,axial,train,brisc2025_train_00341_gl_ax_t1.jpg,30.39342498779297,5.0,41.564823150634766,0.0,255.0,71.26960754394531
glioma,axial,train,brisc2025_train_00378_gl_ax_t1.jpg,30.364513397216797,3.0,48.93564987182617,0.0,255.0,72.37358093261719
glioma,axial,train,brisc2025_train_00367_gl_ax_t1.jpg,30.854747772216797,4.0,39.772247314453125,0.0,255.0,68.40744018554688
glioma,coronal,train,brisc2025_train_00492_gl_co_t1.jpg,30.424175262451172,5.0,41.31660461425781,0.0,255.0,74.50981140136719
glioma,coronal,train,brisc2025_train_00779_gl_co_t1.jpg,35.031768798828125,7.0,42.07038879394531,0.0,252.0,76.72767639160156
glioma,coronal,train,brisc2025_train_00737_gl_co_t1.jpg,38.71544647216797,28.0,42.76606750488281,0.0,251.0,77.14653015136719
glioma,axial,train,brisc2025_train_00274_gl_ax_t1.jpg,24.62247085571289,3.0,32.275333404541016,0.0,255.0,66.6748046875
glioma,coronal,train,brisc2025_train_00744_gl_co_t1.jpg,33.847686767578125,4.0,42.64847946166992,0.0,255.0,77.2430419921875
glioma,axial,test,brisc2025_test_00066_gl_ax_t1.jpg,30.454673767089844,3.0,40.89645004272461,0.0,255.0,67.29202270507812
glioma,coronal,train,brisc2025_train_00611_gl_co_t1.jpg,13.6925048828125,2.0,26.865875244140625,0.0,255.0,72.46932983398438
glioma,axial,train,brisc2025_train_00352_gl_ax_t1.jpg,31.54283905029297,3.0,40.47166061401367,0.0,255.0,66.26319885253906
glioma,axial,train,brisc2025_train_00175_gl_ax_t1.jpg,24.153400421142578,3.0,29.722808837890625,0.0,255.0,66.30401611328125
glioma,coronal,train,brisc2025_train_00716_gl_co_t1.jpg,32.18778610229492,4.0,38.839107513427734,0.0,255.0,76.46446228027344
glioma,coronal,train,brisc2025_train_00440_gl_co_t1.jpg,27.036060333251953,5.0,34.389644622802734,0.0,255.0,76.49002075195312
glioma,axial,train,brisc2025_train_00118_gl_ax_t1.jpg,17.71436309814453,1.0,25.430225372314453,0.0,253.0,64.72930908203125
glioma,axial,train,brisc2025_train_00114_gl_ax_t1.jpg,20.49124526977539,2.0,33.11259841918945,0.0,253.0,67.596435546875
glioma,axial,test,brisc2025_test_00033_gl_ax_t1.jpg,23.036975860595703,2.0,32.622135162353516,0.0,255.0,66.56875610351562
glioma,axial,train,brisc2025_train_00335_gl_ax_t1.jpg,28.673507690429688,3.0,40.46186447143555,0.0,255.0,71.47254943847656
glioma,axial,train,brisc2025_train_00100_gl_ax_t1.jpg,30.308349609375,3.0,45.509342193603516,0.0,255.0,68.4173583984375
glioma,coronal,train,brisc2025_train_00525_gl_co_t1.jpg,22.218990325927734,3.0,32.2707633972168,0.0,255.0,75.433349609375
glioma,coronal,train,brisc2025_train_00592_gl_co_t1.jpg,24.03424072265625,3.0,38.74484634399414,0.0,255.0,72.58644104003906
glioma,sagittal,train,brisc2025_train_00919_gl_sa_t1.jpg,42.01206588745117,7.0,50.20853805541992,0.0,255.0,95.52764892578125
glioma,axial,train,brisc2025_train_00172_gl_ax_t1.jpg,21.338211059570312,3.0,29.362178802490234,0.0,255.0,67.91572570800781
glioma,sagittal,train,brisc2025_train_00952_gl_sa_t1.jpg,51.21194839477539,56.0,40.63850021362305,0.0,254.0,96.40998840332031
glioma,axial,train,brisc2025_train_00371_gl_ax_t1.jpg,28.390445709228516,3.0,41.46489715576172,0.0,255.0,70.93925476074219
glioma,sagittal,train,brisc2025_train_00903_gl_sa_t1.jpg,47.16132354736328,50.0,42.21227264404297,0.0,253.0,96.04682922363281
glioma,sagittal,train,brisc2025_train_00917_gl_sa_t1.jpg,37.81794357299805,9.0,44.219329833984375,0.0,253.0,95.59288024902344
glioma,coronal,train,brisc2025_train_00602_gl_co_t1.jpg,47.89760208129883,37.0,48.66740417480469,0.0,255.0,76.93710327148438
glioma,axial,train,brisc2025_train_00349_gl_ax_t1.jpg,32.43478775024414,4.0,40.906044006347656,0.0,255.0,70.64857482910156
glioma,coronal,test,brisc2025_test_00116_gl_co_t1.jpg,38.58961868286133,27.0,40.77080535888672,0.0,255.0,77.28462219238281
glioma,coronal,test,brisc2025_test_00164_gl_co_t1.jpg,29.86151885986328,5.0,40.47883987426758,0.0,255.0,82.22618103027344
glioma,axial,train,brisc2025_train_00008_gl_ax_t1.jpg,26.202022552490234,3.0,39.215145111083984,0.0,250.0,71.22001647949219
glioma,sagittal,train,brisc2025_train_01104_gl_sa_t1.jpg,44.4554443359375,41.0,45.17112731933594,0.0,255.0,96.87156677246094
glioma,sagittal,test,brisc2025_test_00238_gl_sa_t1.jpg,43.404903411865234,32.0,45.5765495300293,0.0,252.0,96.2677001953125
glioma,coronal,train,brisc2025_train_00814_gl_co_t1.jpg,39.89273452758789,20.0,42.47120666503906,0.0,252.0,82.75146484375
glioma,coronal,train,brisc2025_train_00561_gl_co_t1.jpg,34.32462692260742,4.0,46.92586898803711,0.0,255.0,77.51693725585938
glioma,axial,train,brisc2025_train_00322_gl_ax_t1.jpg,21.67475128173828,1.0,30.198944091796875,0.0,255.0,65.69633483886719
glioma,axial,train,brisc2025_train_00218_gl_ax_t1.jpg,27.043880462646484,3.0,39.10982894897461,0.0,255.0,68.60885620117188
glioma,axial,train,brisc2025_train_00105_gl_ax_t1.jpg,29.458232879638672,4.0,35.073699951171875,0.0,255.0,65.77377319335938
glioma,sagittal,test,brisc2025_test_00234_gl_sa_t1.jpg,43.39342498779297,27.0,45.290828704833984,0.0,255.0,97.34344482421875
glioma,axial,train,brisc2025_train_00344_gl_ax_t1.jpg,37.85377883911133,3.0,50.217105865478516,0.0,255.0,70.81832885742188
glioma,coronal,train,brisc2025_train_00521_gl_co_t1.jpg,24.65587615966797,3.0,33.37454605102539,0.0,255.0,74.30839538574219
glioma,sagittal,train,brisc2025_train_00950_gl_sa_t1.jpg,46.683834075927734,52.0,34.61680221557617,0.0,253.0,96.34017944335938
glioma,axial,train,brisc2025_train_00318_gl_ax_t1.jpg,25.252361297607422,2.0,32.98988342285156,0.0,255.0,65.81802368164062
glioma,axial,test,brisc2025_test_00064_gl_ax_t1.jpg,27.94574737548828,2.0,40.89080810546875,0.0,255.0,66.95213317871094
glioma,axial,train,brisc2025_train_00069_gl_ax_t1.jpg,21.189193725585938,3.0,27.209903717041016,0.0,250.0,65.509033203125
glioma,axial,train,brisc2025_train_00182_gl_ax_t1.jpg,24.473373413085938,2.0,37.030242919921875,0.0,255.0,70.83282470703125
glioma,coronal,train,brisc2025_train_00741_gl_co_t1.jpg,33.775840759277344,15.0,38.64091873168945,0.0,255.0,76.57470703125
glioma,coronal,train,brisc2025_train_00753_gl_co_t1.jpg,17.672134399414062,2.0,33.68882751464844,0.0,255.0,75.60615539550781
glioma,sagittal,train,brisc2025_train_00880_gl_sa_t1.jpg,41.926673889160156,39.0,39.278480529785156,0.0,255.0,97.03254699707031
glioma,coronal,train,brisc2025_train_00815_gl_co_t1.jpg,38.93612289428711,25.0,40.39694595336914,0.0,252.0,82.9803466796875
glioma,axial,test,brisc2025_test_00031_gl_ax_t1.jpg,23.939716339111328,2.0,32.93806076049805,0.0,255.0,66.10069274902344
glioma,coronal,train,brisc2025_train_00532_gl_co_t1.jpg,33.67771530151367,7.0,39.708621978759766,0.0,255.0,77.10533142089844
glioma,sagittal,train,brisc2025_train_00980_gl_sa_t1.jpg,38.2037353515625,37.0,35.72599792480469,0.0,249.0,96.52061462402344
glioma,coronal,train,brisc2025_train_00411_gl_co_t1.jpg,31.004066467285156,19.0,34.4278678894043,0.0,255.0,77.81410217285156
glioma,axial,train,brisc2025_train_00279_gl_ax_t1.jpg,20.801048278808594,2.0,28.603561401367188,0.0,255.0,66.27616882324219
glioma,axial,train,brisc2025_train_00326_gl_ax_t1.jpg,32.64487075805664,3.0,42.24229049682617,0.0,255.0,71.48284912109375
glioma,coronal,train,brisc2025_train_00469_gl_co_t1.jpg,27.236583709716797,8.0,31.613882064819336,0.0,253.0,75.88348388671875
glioma,coronal,train,brisc2025_train_00769_gl_co_t1.jpg,32.304237365722656,23.0,34.955963134765625,0.0,255.0,77.66342163085938
glioma,sagittal,train,brisc2025_train_00888_gl_sa_t1.jpg,40.496864318847656,35.0,38.73995590209961,0.0,255.0,95.71685791015625
glioma,axial,train,brisc2025_train_00240_gl_ax_t1.jpg,23.604637145996094,2.0,32.8266487121582,0.0,250.0,65.37284851074219
glioma,axial,train,brisc2025_train_00295_gl_ax_t1.jpg,25.724109649658203,2.0,34.81281280517578,0.0,255.0,64.77203369140625
glioma,coronal,train,brisc2025_train_00486_gl_co_t1.jpg,31.224056243896484,6.0,38.805171966552734,0.0,255.0,75.22811889648438
glioma,coronal,train,brisc2025_train_00751_gl_co_t1.jpg,16.43254852294922,2.0,23.07985496520996,0.0,255.0,75.15983581542969
glioma,sagittal,train,brisc2025_train_00943_gl_sa_t1.jpg,39.653114318847656,7.0,47.387325286865234,0.0,255.0,95.96481323242188
glioma,coronal,train,brisc2025_train_00502_gl_co_t1.jpg,30.038345336914062,3.0,41.15858459472656,0.0,255.0,76.34239196777344
glioma,sagittal,test,brisc2025_test_00169_gl_sa_t1.jpg,35.692386627197266,3.0,47.026363372802734,0.0,255.0,95.12596130371094
glioma,axial,train,brisc2025_train_00300_gl_ax_t1.jpg,27.180763244628906,2.0,42.232051849365234,0.0,251.0,67.65975952148438
glioma,coronal,train,brisc2025_train_00567_gl_co_t1.jpg,25.22040557861328,3.0,34.73244094848633,0.0,255.0,76.06010437011719
glioma,axial,train,brisc2025_train_00361_gl_ax_t1.jpg,31.813312530517578,4.0,41.125022888183594,0.0,255.0,68.47496032714844
glioma,axial,train,brisc2025_train_00260_gl_ax_t1.jpg,24.486770629882812,2.0,39.46097946166992,0.0,253.0,68.96095275878906
glioma,sagittal,train,brisc2025_train_00835_gl_sa_t1.jpg,33.77922058105469,7.0,39.72174835205078,0.0,255.0,96.26808166503906
glioma,axial,train,brisc2025_train_00301_gl_ax_t1.jpg,27.473026275634766,2.0,41.52770233154297,0.0,255.0,66.87545776367188
glioma,axial,train,brisc2025_train_00369_gl_ax_t1.jpg,31.98828887939453,3.0,42.523597717285156,0.0,249.0,68.89495849609375
glioma,coronal,train,brisc2025_train_00715_gl_co_t1.jpg,25.860198974609375,4.0,30.898540496826172,0.0,253.0,76.34124755859375
glioma,axial,train,brisc2025_train_00269_gl_ax_t1.jpg,24.020431518554688,2.0,31.11811065673828,0.0,255.0,65.47889709472656
glioma,sagittal,train,brisc2025_train_01122_gl_sa_t1.jpg,25.905475616455078,21.0,26.7020206451416,0.0,255.0,96.17729187011719
glioma,coronal,train,brisc2025_train_00566_gl_co_t1.jpg,39.31998062133789,4.0,45.70684051513672,0.0,251.0,78.47518920898438
glioma,coronal,train,brisc2025_train_00685_gl_co_t1.jpg,32.12684631347656,8.0,36.591087341308594,0.0,255.0,76.62887573242188
glioma,axial,train,brisc2025_train_00276_gl_ax_t1.jpg,18.557601928710938,2.0,27.71759796142578,0.0,255.0,68.46771240234375
glioma,coronal,train,brisc2025_train_00730_gl_co_t1.jpg,32.640350341796875,15.0,37.74867248535156,0.0,255.0,76.39923095703125
glioma,axial,train,brisc2025_train_00200_gl_ax_t1.jpg,26.333385467529297,2.0,35.15956115722656,0.0,254.0,66.66526794433594
glioma,coronal,train,brisc2025_train_00686_gl_co_t1.jpg,27.443553924560547,6.0,32.536964416503906,0.0,255.0,75.94223022460938
glioma,axial,train,brisc2025_train_00006_gl_ax_t1.jpg,28.94481658935547,3.0,40.115047454833984,0.0,255.0,70.31326293945312
glioma,axial,train,brisc2025_train_00044_gl_ax_t1.jpg,29.846107482910156,4.0,40.15970230102539,0.0,255.0,66.95289611816406
glioma,axial,test,brisc2025_test_00059_gl_ax_t1.jpg,20.056102752685547,1.0,30.51066780090332,0.0,252.0,60.431671142578125
glioma,coronal,train,brisc2025_train_00594_gl_co_t1.jpg,27.41211700439453,3.0,40.1177978515625,0.0,255.0,73.80867004394531
glioma,coronal,train,brisc2025_train_00797_gl_co_t1.jpg,41.16289520263672,23.0,45.37277603149414,0.0,253.0,82.51800537109375
glioma,sagittal,train,brisc2025_train_00859_gl_sa_t1.jpg,37.36823272705078,39.0,33.68403244018555,0.0,253.0,96.43516540527344
glioma,axial,test,brisc2025_test_00024_gl_ax_t1.jpg,23.31060791015625,3.0,33.29248046875,0.0,255.0,67.75588989257812
glioma,coronal,test,brisc2025_test_00108_gl_co_t1.jpg,32.391029357910156,14.0,37.208740234375,0.0,255.0,76.51557922363281
glioma,axial,train,brisc2025_train_00228_gl_ax_t1.jpg,26.005332946777344,2.0,34.642513275146484,0.0,254.0,65.27137756347656
glioma,coronal,train,brisc2025_train_00452_gl_co_t1.jpg,35.72195053100586,5.0,42.111717224121094,0.0,255.0,76.63040161132812
glioma,axial,train,brisc2025_train_00229_gl_ax_t1.jpg,32.49285888671875,4.0,44.622257232666016,0.0,255.0,66.6412353515625
glioma,coronal,train,brisc2025_train_00795_gl_co_t1.jpg,38.67247009277344,8.0,45.47564697265625,0.0,255.0,83.563232421875
glioma,axial,train,brisc2025_train_00057_gl_ax_t1.jpg,24.379459381103516,2.0,32.204036712646484,0.0,255.0,65.20881652832031
glioma,coronal,train,brisc2025_train_00735_gl_co_t1.jpg,27.32516098022461,20.0,30.10008430480957,0.0,255.0,76.495361328125
glioma,coronal,train,brisc2025_train_00662_gl_co_t1.jpg,26.182239532470703,10.0,30.698280334472656,0.0,255.0,75.90827941894531
glioma,axial,train,brisc2025_train_00129_gl_ax_t1.jpg,26.13918685913086,4.0,32.40242004394531,0.0,254.0,68.40248107910156
glioma,axial,train,brisc2025_train_00320_gl_ax_t1.jpg,24.08486557006836,2.0,32.3106803894043,0.0,250.0,65.45295715332031
glioma,sagittal,train,brisc2025_train_01054_gl_sa_t1.jpg,56.998355865478516,65.0,40.45734786987305,0.0,255.0,97.29499816894531
glioma,sagittal,train,brisc2025_train_01068_gl_sa_t1.jpg,36.419212341308594,31.0,38.05292892456055,0.0,251.0,95.91560363769531
glioma,axial,train,brisc2025_train_00108_gl_ax_t1.jpg,22.992481231689453,2.0,29.39095687866211,0.0,252.0,67.06123352050781
glioma,axial,train,brisc2025_train_00098_gl_ax_t1.jpg,30.66097640991211,5.0,37.72872543334961,0.0,255.0,67.779541015625
glioma,sagittal,train,brisc2025_train_00864_gl_sa_t1.jpg,43.64518737792969,49.0,35.30758285522461,0.0,254.0,97.37892150878906
glioma,axial,train,brisc2025_train_00112_gl_ax_t1.jpg,16.71512222290039,1.0,25.467382431030273,0.0,255.0,65.87257385253906
glioma,coronal,train,brisc2025_train_00700_gl_co_t1.jpg,34.5438232421875,29.0,36.67966842651367,0.0,255.0,76.50680541992188
glioma,sagittal,train,brisc2025_train_00928_gl_sa_t1.jpg,38.05021286010742,37.0,39.26171875,0.0,255.0,96.04530334472656
glioma,axial,test,brisc2025_test_00082_gl_ax_t1.jpg,26.28893280029297,4.0,37.49314880371094,0.0,255.0,70.40252685546875
glioma,sagittal,train,brisc2025_train_01061_gl_sa_t1.jpg,36.28184509277344,10.0,42.59372329711914,0.0,254.0,96.05827331542969
glioma,sagittal,train,brisc2025_train_00989_gl_sa_t1.jpg,43.177833557128906,39.0,42.921791076660156,0.0,255.0,96.81854248046875
glioma,sagittal,train,brisc2025_train_01051_gl_sa_t1.jpg,47.959320068359375,56.0,40.773780822753906,0.0,253.0,97.23320007324219
glioma,axial,train,brisc2025_train_00093_gl_ax_t1.jpg,22.99862289428711,3.0,33.165367126464844,0.0,255.0,67.23976135253906
glioma,coronal,train,brisc2025_train_00511_gl_co_t1.jpg,30.065719604492188,8.0,35.073211669921875,0.0,255.0,79.03404235839844
glioma,coronal,test,brisc2025_test_00112_gl_co_t1.jpg,29.68515396118164,4.0,36.89258575439453,0.0,255.0,75.531005859375
glioma,sagittal,train,brisc2025_train_00945_gl_sa_t1.jpg,57.087738037109375,63.0,47.272422790527344,0.0,255.0,96.7193603515625
