filename,true_class,predicted_class,correct_prediction,mri_plane,gradcam_target_class,gradcam_target_index,tumor_pixels,gradcam_peak_x,gradcam_peak_y,pointing_game_inside_tumor,gradcam_total_energy,gradcam_energy_inside_tumor,energy_inside_tumor_ratio,iou_03,iou_05,iou_07,image_path,mask_path
brisc2025_test_00011_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,89,111,112,False,1912.55908203125,0.7937629818916321,0.00041502664641795495,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00011_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00011_gl_ax_t1.png
brisc2025_test_00012_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,433,111,111,True,7137.7001953125,379.905029296875,0.05322513119090765,0.04940102681118083,0.09092818143637127,0.20880752102919348,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00012_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00012_gl_ax_t1.png
brisc2025_test_00013_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,891,111,111,False,11461.84765625,708.91748046875,0.061850192196734204,0.05687476062811184,0.11118043424007985,0.2273430250541293,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00013_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00013_gl_ax_t1.png
brisc2025_test_00014_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,2002,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00014_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00014_gl_ax_t1.png
brisc2025_test_00015_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,744,111,111,False,8771.828125,555.9920654296875,0.06338383031526709,0.06201033505584264,0.12542144302090358,0.3340671436433682,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00015_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00015_gl_ax_t1.png
brisc2025_test_00016_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,688,79,80,False,3859.80322265625,291.5748596191406,0.07554137939148199,0.12172647914645975,0.15157232704402515,0.05157894736842105,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00016_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00016_gl_ax_t1.png
brisc2025_test_00017_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,336,111,143,False,10592.6083984375,140.44503784179688,0.013258777494551174,0.02334805058744294,0.003801210756018584,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00017_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00017_gl_ax_t1.png
brisc2025_test_00018_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1730,143,80,False,441.81878662109375,41.3844108581543,0.09366829141569709,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00018_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00018_gl_ax_t1.png
brisc2025_test_00019_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,2265,80,112,False,13373.5771484375,1132.7388916015625,0.08469976873269885,0.11407753792615953,0.10191082802547771,0.0340080971659919,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00019_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00019_gl_ax_t1.png
brisc2025_test_00020_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1020,144,80,False,11967.5654296875,845.283203125,0.07063117457692247,0.06354348367804635,0.12455733300769324,0.24615384615384617,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00020_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00020_gl_ax_t1.png
brisc2025_test_00021_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,657,80,111,False,578.879638671875,35.78486633300781,0.06181745555105224,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00021_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00021_gl_ax_t1.png
brisc2025_test_00022_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1087,80,80,False,2955.4609375,104.32766723632812,0.035299964859145806,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00022_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00022_gl_ax_t1.png
brisc2025_test_00023_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,757,111,80,False,10137.2607421875,544.7529296875,0.05373768550910814,0.05639573865752812,0.10481860980337857,0.12306343174510377,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00023_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00023_gl_ax_t1.png
brisc2025_test_00024_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1174,143,112,False,14563.341796875,634.4070434570312,0.04356191403769444,0.04404338470996355,0.08969416602415832,0.08410067526089625,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00024_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00024_gl_ax_t1.png
brisc2025_test_00025_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,290,111,48,False,49.18172836303711,0.7474531531333923,0.015197781330823385,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00025_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00025_gl_ax_t1.png
brisc2025_test_00026_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1217,112,111,True,242.14706420898438,27.247447967529297,0.11252437875527353,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00026_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00026_gl_ax_t1.png
brisc2025_test_00027_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1642,112,80,False,12684.9267578125,627.34326171875,0.04945580480647052,0.07208219617916198,0.017543859649122806,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00027_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00027_gl_ax_t1.png
brisc2025_test_00028_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1149,111,111,False,12337.6435546875,678.7202758789062,0.05501214821699374,0.07310637750176974,0.076266077170418,0.059132260321903427,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00028_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00028_gl_ax_t1.png
brisc2025_test_00029_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1077,111,111,False,5121.1845703125,289.0272216796875,0.056437571759310905,0.05386636636636637,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00029_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00029_gl_ax_t1.png
brisc2025_test_00030_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,362,112,80,False,9308.7236328125,326.69781494140625,0.03509587649479922,0.032709858136803105,0.04989662301860786,0.08724993974451675,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00030_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00030_gl_ax_t1.png
brisc2025_test_00031_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1616,112,80,True,12630.87890625,1202.619140625,0.09521262530906864,0.09602471923465447,0.18462241517194106,0.257552483358935,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00031_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00031_gl_ax_t1.png
brisc2025_test_00032_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1801,111,80,False,9336.091796875,1163.8916015625,0.12466582665265574,0.1410226293947224,0.27986589024175046,0.34526022304832715,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00032_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00032_gl_ax_t1.png
brisc2025_test_00033_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,578,112,111,False,11999.46875,366.6357421875,0.030554331181328342,0.036093418259023353,0.06691539294740642,0.03823701109165207,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00033_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00033_gl_ax_t1.png
brisc2025_test_00034_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,688,47,48,False,7.980406761169434,0.0004178553353995085,5.2360155052833013e-05,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00034_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00034_gl_ax_t1.png
brisc2025_test_00035_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,787,112,80,True,9551.9814453125,529.3663330078125,0.05541953112436075,0.06200267864177105,0.10791705937794534,0.12564203871987356,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00035_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00035_gl_ax_t1.png
brisc2025_test_00036_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,395,112,111,False,6575.421875,80.99115753173828,0.012317256454626842,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00036_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00036_gl_ax_t1.png
brisc2025_test_00037_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,2993,111,80,False,5845.1826171875,755.7918090820312,0.1293016589181763,0.11775220645737906,0.06094403505277833,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00037_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00037_gl_ax_t1.png
brisc2025_test_00038_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1459,112,112,False,7630.14697265625,813.5946655273438,0.10662896382507171,0.16360170441803096,0.22977501196744854,0.07987091569181122,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00038_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00038_gl_ax_t1.png
brisc2025_test_00039_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1105,111,111,False,9666.0048828125,721.9793701171875,0.07469263453414628,0.08844953173777315,0.16504554577736608,0.11811750230698247,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00039_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00039_gl_ax_t1.png
brisc2025_test_00040_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1561,112,111,False,9462.9697265625,545.8128662109375,0.05767881352075385,0.08263590439568726,0.004052489386337322,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00040_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00040_gl_ax_t1.png
brisc2025_test_00041_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1330,112,80,False,7855.755859375,476.69757080078125,0.06068131180933964,0.08602362204724409,0.045286654889995184,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00041_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00041_gl_ax_t1.png
brisc2025_test_00042_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1437,143,80,False,7369.720703125,380.93988037109375,0.05168986664712584,0.041163556531284305,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00042_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00042_gl_ax_t1.png
brisc2025_test_00043_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,2240,112,111,False,13740.7177734375,1336.92626953125,0.09729668359215507,0.12095032397408208,0.18809863460362747,0.06692377495462795,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00043_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00043_gl_ax_t1.png
brisc2025_test_00044_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,690,143,80,True,469.2667236328125,32.72716522216797,0.06974107383709573,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00044_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00044_gl_ax_t1.png
brisc2025_test_00045_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,2585,143,111,False,4715.6806640625,295.8717346191406,0.06274210568877894,0.04663487016428193,0.020392309186249756,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00045_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00045_gl_ax_t1.png
brisc2025_test_00046_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,2552,143,111,False,14384.662109375,1205.584716796875,0.08381043000037883,0.12271630472250948,0.10536800167750053,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00046_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00046_gl_ax_t1.png
brisc2025_test_00047_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,631,112,80,False,12673.3125,315.46142578125,0.024891789402435235,0.03350679694137638,0.03201794636484144,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00047_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00047_gl_ax_t1.png
brisc2025_test_00048_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,692,0,48,False,5531.24169921875,74.37748718261719,0.01344679752344261,0.0004066142586066685,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00048_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00048_gl_ax_t1.png
brisc2025_test_00049_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,471,0,47,False,1911.822509765625,0.0,0.0,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00049_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00049_gl_ax_t1.png
brisc2025_test_00050_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,217,111,80,True,12176.5693359375,205.35256958007812,0.016864567015112193,0.013980157196237599,0.023444252376836647,0.047245808839538425,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00050_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00050_gl_ax_t1.png
brisc2025_test_00051_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,2069,80,144,False,656.058349609375,38.78070831298828,0.0591116755637342,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00051_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00051_gl_ax_t1.png
brisc2025_test_00052_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1497,111,112,False,6391.3564453125,614.4698486328125,0.09614075726968292,0.15090628073626527,0.09424206815511163,0.03253012048192771,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00052_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00052_gl_ax_t1.png
brisc2025_test_00053_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,69,111,111,False,8537.57421875,39.81245422363281,0.004663204465760043,0.006489231637355403,0.010472133475328363,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00053_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00053_gl_ax_t1.png
brisc2025_test_00054_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1611,111,111,False,9269.6552734375,500.54779052734375,0.053998533468842126,0.062048285406735355,0.0020234137881196706,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00054_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00054_gl_ax_t1.png
brisc2025_test_00055_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1532,0,47,False,1742.84912109375,0.0,0.0,0.0,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00055_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00055_gl_ax_t1.png
brisc2025_test_00056_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,352,143,111,False,10901.2353515625,117.12295532226562,0.010744007586762,0.023049014725759407,0.0,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00056_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00056_gl_ax_t1.png
brisc2025_test_00057_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,155,143,144,False,14864.3916015625,76.18022918701172,0.0051250149504271595,0.008427577207481513,0.008491807200095682,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00057_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00057_gl_ax_t1.png
brisc2025_test_00058_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,340,48,112,False,7585.36181640625,124.25238037109375,0.016380547609785783,0.030211141060197663,0.002149959688255845,0.0,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00058_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00058_gl_ax_t1.png
brisc2025_test_00059_gl_ax_t1.jpg,glioma,glioma,True,axial,glioma,0,1165,111,111,False,13201.0869140625,725.732666015625,0.054975220657212394,0.0672865888876054,0.09067232564869297,0.05508119872760757,D:\MSC Bioinformatics\INTERNSHIP\BrainTumor\data\processed\classification_224_rgb\test\glioma\brisc2025_test_00059_gl_ax_t1.png,D:\MSC Bioinformatics\INTERNSHIP\brisc2025\segmentation_task\test\masks\brisc2025_test_00059_gl_ax_t1.png
